date,Actual,OLS_Pred,ARIMAX_Pred,regime
2020-02-01,-1753814.2115825776,1345205.8098062866,1347060.9443695587,2020+
2020-03-01,-1558712.8317273518,1660166.4380701599,1615162.8649719574,2020+
2020-04-01,-3219656.4738150435,1521479.3672698096,1565849.9090521922,2020+
2019-06-01,1664476.5118920906,1356296.1622569377,1629844.3906477352,2020+
2019-07-01,1587527.7418260558,1147359.37742432,1704790.9275250756,2020+
2019-08-01,1562101.611183276,932456.4049335975,1667104.8808647457,2020+
2019-09-01,1395705.646990668,773079.9462655155,1487823.21258004,2020+
2019-10-01,1160395.1928038835,865058.6175056243,1537726.6354554344,2020+
2019-11-01,1094725.827493716,974228.0711841279,1443871.7243818191,2020+
2019-12-01,1171180.9797024005,1262161.6725619277,1531498.687580767,2020+
2020-01-01,-1912013.956690071,1435221.2145022922,1481458.5306406135,2020+
2020-02-01,-1753814.2115825776,1436586.6705272745,1345124.8324517827,2020+
2020-03-01,-1558712.8317273518,1763205.096583705,1612841.4138118043,2020+
2020-04-01,-3219656.4738150435,1619558.7809923666,1563599.3346830844,2020+
2020-05-01,-3664191.974930728,1502276.5863579307,1652443.181623612,2020+
2019-07-01,1587527.7418260558,1470384.686317409,1701835.2768652935,2020+
2019-08-01,1562101.611183276,1250457.6320308738,1663720.5079550184,2020+
2019-09-01,1395705.646990668,1051400.4151625244,1484362.0001702055,2020+
2019-10-01,1160395.1928038835,1140615.5464141315,1533693.8828145994,2020+
2019-11-01,1094725.827493716,1218301.8786433204,1439657.5884089177,2020+
2019-12-01,1171180.9797024005,1505849.7484288379,1526575.4673272339,2020+
2020-01-01,-1912013.956690071,1660264.5691079982,1476257.7809305775,2020+
2020-02-01,-1753814.2115825776,1637261.6364823452,1340004.7615259627,2020+
2020-03-01,-1558712.8317273518,2007637.4395069908,1606225.3231528706,2020+
2020-04-01,-3219656.4738150435,1867002.5007558176,1556722.9560745098,2020+
2020-05-01,-3664191.974930728,1778842.986833689,1644687.678869821,2020+
2020-06-01,-4228874.55125423,1562868.7202354122,1687431.4265071217,2020+
2019-08-01,1562101.611183276,600630.8668322181,1518385.2736029872,2020+
2019-09-01,1395705.646990668,469998.568509629,1354694.728293316,2020+
2019-10-01,1160395.1928038835,536386.3131558329,1399717.1966596132,2020+
2019-11-01,1094725.827493716,646991.5894067896,1313895.4953655822,2020+
2019-12-01,1171180.9797024005,895941.3892194729,1393220.6143443924,2020+
2020-01-01,-1912013.956690071,1067804.512145563,1347298.4576053792,2020+
2020-02-01,-1753814.2115825776,1098902.891142034,1222947.8966897854,2020+
2020-03-01,-1558712.8317273518,1363993.26915053,1465912.6124847762,2020+
2020-04-01,-3219656.4738150435,1246662.3049371836,1420734.5525619343,2020+
2020-05-01,-3664191.974930728,1128071.0288024752,1501015.067930806,2020+
2020-06-01,-4228874.55125423,899624.7093405981,1540024.9117240862,2020+
2020-07-01,-3873287.605651903,672666.8578341115,1609421.4504872202,2020+
2019-09-01,1395705.646990668,512486.2567751927,1353149.358246823,2020+
2019-10-01,1160395.1928038835,578873.7432329195,1398120.4674338528,2020+
2019-11-01,1094725.827493716,685079.489204206,1312396.6671074133,2020+
2019-12-01,1171180.9797024005,934415.6730473381,1391631.2960755664,2020+
2020-01-01,-1912013.956690071,1103623.9701736032,1345761.5249535963,2020+
2020-02-01,-1753814.2115825776,1130895.2834923833,1221552.8176541135,2020+
2020-03-01,-1558712.8317273518,1402744.2602960432,1464240.3707731143,2020+
2020-04-01,-3219656.4738150435,1285476.6817082013,1419113.8470106476,2020+
2020-05-01,-3664191.974930728,1170942.9169440363,1499302.782044517,2020+
2020-06-01,-4228874.55125423,945534.902414462,1538268.12493804,2020+
2020-07-01,-3873287.605651903,722103.1024793917,1607585.4992820064,2020+
2020-08-01,-4227825.573815773,517225.0267219217,1583644.6661760453,2020+
2019-10-01,1160395.1928038835,806.1107412320674,1396525.5577938857,2020+
2019-11-01,1094725.827493716,142293.3638813187,1310899.5472432843,2020+
2019-12-01,1171180.9797024005,358622.15945665765,1390043.7889933381,2020+
2020-01-01,-1912013.956690071,546581.4098378402,1344226.344035763,2020+
2020-02-01,-1753814.2115825776,625118.8036457892,1220159.3277757366,2020+
2020-03-01,-1558712.8317273518,796431.3287205738,1462570.0346370987,2020+
2020-04-01,-3219656.4738150435,697934.794047281,1417494.9895635003,2020+
2020-05-01,-3664191.974930728,550415.1215341085,1497592.4490308159,2020+
2020-06-01,-4228874.55125423,309172.2051248503,1536513.3422815579,2020+
2020-07-01,-3873287.605651903,57367.94707681029,1605751.6427654773,2020+
2020-08-01,-4227825.573815773,-137389.61169422162,1581838.12012764,2020+
2020-09-01,-3652459.8205323233,-192349.84872660457,1414953.9234021055,2020+
2019-11-01,1094725.827493716,612592.0029763293,1053240.424241334,2020+
2019-12-01,1171180.9797024005,859190.6327165794,1116828.7555087244,2020+
2020-01-01,-1912013.956690071,1031668.6544035875,1080016.7928900733,2020+
2020-02-01,-1753814.2115825776,1065352.2131869644,980335.3205473967,2020+
2020-03-01,-1558712.8317273518,1322805.1927946527,1175099.8670927533,2020+
2020-04-01,-3219656.4738150435,1205921.8599141915,1138884.3846420734,2020+
2020-05-01,-3664191.974930728,1084454.7112188404,1203238.5775012933,2020+
2020-06-01,-4228874.55125423,854679.0991511103,1234509.515266091,2020+
2020-07-01,-3873287.605651903,625886.9402553703,1290138.9318471288,2020+
2020-08-01,-4227825.573815773,422421.12073868676,1270925.645206841,2020+
2020-09-01,-3652459.8205323233,309367.6811051409,1136842.7685504956,2020+
2020-10-01,-2145263.257984922,373732.4715183189,1176398.286005785,2020+
2019-12-01,1171180.9797024005,652561.1142516901,1115554.731281561,2020+
